2024-06-03 09:38:14,287 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2738] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/jyzzzzzz/baidu_relation/c6mru4xt/output.log?Expires=1717465074&GoogleAccessId=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com&Signature=bxQVnzEnjIkvgnUwxIacu%2FiC55d7Ddbh%2FncUi0L5U%2Bl0b%2BNtlWHXiwKkjsGG0T8EhaPe9r0BPo4H4iW8E3gl%2FsEQT2TwsBGzNs9DlvPdVkflj4zIdXeMVHa3tDaFcFk9qFVBGO6PtTXKhXb9qN6Xg5goLgOvDw1vP6fnNeRm%2BXE6nIae8HpPqrwREqIx0fHxJBQTNKbvz0NRCErQDVHHau5tcIwRjJHkOsq0bfJTQ2jk6O4uccgURBha38YEPKcqujFnwJbCF1OiRI6e5hOeiEdIjfw0RfrUQ%2FhShbGZUMiUiA9YXQkWxd992mdyeAiCS1zPEdc5lPCK0G6XaKLfDQ%3D%3D: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
2024-06-03 09:38:14,288 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2740] upload_file request headers: {'User-Agent': 'python-requests/2.26.0', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1139'}
2024-06-03 09:38:14,288 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2742] upload_file response body: 
2024-06-03 09:38:14,628 ERROR   wandb-upload_0:11448 [internal_api.py:upload_file():2738] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/jyzzzzzz/baidu_relation/c6mru4xt/wandb-metadata.json?Expires=1717465068&GoogleAccessId=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com&Signature=MuuNd8oBfjlhN9pVkhMCeuHp9DsxWeZaYzJf2pPEZhgD61tfXCPb5iStoRNHDhVkL4iBlHjHoKkEKUY3PMk3zXhJ1qFTDAlyb%2Fh2IahEobngoFYvdDjHtF5EjuH1VXilkkSOEBcOtPC9Tz4cK%2FJxUoqtcXNAuYgubr75ImNrf%2BP%2FhizKsaLHSKFxO7ogfRIfiytwDXsltUULMbau1wQxG8MBQywlIvoaHdr6VpaX10U88FEyJYSlMexkZVYgaprAhTmSLGYvrXE55lyPfKt2tHsE%2FGf81LevI1aob9YjSeGn8wTihFO6srjIdLS0zohPtXMIhkIOtmjcw6%2BwnzZuiA%3D%3D: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
2024-06-03 09:38:14,629 ERROR   wandb-upload_0:11448 [internal_api.py:upload_file():2740] upload_file request headers: {'User-Agent': 'python-requests/2.26.0', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1041'}
2024-06-03 09:38:14,629 ERROR   wandb-upload_0:11448 [internal_api.py:upload_file():2742] upload_file response body: 
2024-06-03 09:38:15,157 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:15,158 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:15,780 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2738] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/jyzzzzzz/baidu_relation/c6mru4xt/output.log?Expires=1717465074&GoogleAccessId=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com&Signature=bxQVnzEnjIkvgnUwxIacu%2FiC55d7Ddbh%2FncUi0L5U%2Bl0b%2BNtlWHXiwKkjsGG0T8EhaPe9r0BPo4H4iW8E3gl%2FsEQT2TwsBGzNs9DlvPdVkflj4zIdXeMVHa3tDaFcFk9qFVBGO6PtTXKhXb9qN6Xg5goLgOvDw1vP6fnNeRm%2BXE6nIae8HpPqrwREqIx0fHxJBQTNKbvz0NRCErQDVHHau5tcIwRjJHkOsq0bfJTQ2jk6O4uccgURBha38YEPKcqujFnwJbCF1OiRI6e5hOeiEdIjfw0RfrUQ%2FhShbGZUMiUiA9YXQkWxd992mdyeAiCS1zPEdc5lPCK0G6XaKLfDQ%3D%3D: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
2024-06-03 09:38:15,780 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2740] upload_file request headers: {'User-Agent': 'python-requests/2.26.0', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1139'}
